Dataset Name,Image Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Development stage],Term Source 2 REF,Term Source 2 Accession,Source Name,Experimental Condition,Comment [Image File Path],Comment [Image File Type],Channels
SupplementaryFigure06H,04_Cell_Stage.Embryo16.pattern,Mus musculus,NCBITaxon,10090,4cell,UBERON,0019251,04_Cell_Stage.Embryo16,04_cell_stage,Reichman-2018/SupplementaryFigure06H,raw,EdU;DNA
SupplementaryFigure06H,04_Cell_Stage.Embryo17.pattern,Mus musculus,NCBITaxon,10090,4cell,UBERON,0019251,04_Cell_Stage.Embryo17,04_cell_stage,Reichman-2018/SupplementaryFigure06H,raw,EdU;DNA
SupplementaryFigure06H,04_Cell_Stage.Embryo18.pattern,Mus musculus,NCBITaxon,10090,4cell,UBERON,0019251,04_Cell_Stage.Embryo18,04_cell_stage,Reichman-2018/SupplementaryFigure06H,raw,EdU;DNA
SupplementaryFigure06H,04_Cell_Stage.Embryo19.pattern,Mus musculus,NCBITaxon,10090,4cell,UBERON,0019251,04_Cell_Stage.Embryo19,04_cell_stage,Reichman-2018/SupplementaryFigure06H,raw,EdU;DNA
SupplementaryFigure06H,04_Cell_Stage.Embryo20.pattern,Mus musculus,NCBITaxon,10090,4cell,UBERON,0019251,04_Cell_Stage.Embryo20,04_cell_stage,Reichman-2018/SupplementaryFigure06H,raw,EdU;DNA
SupplementaryFigure06H,04_Cell_Stage.Embryo21.pattern,Mus musculus,NCBITaxon,10090,4cell,UBERON,0019251,04_Cell_Stage.Embryo21,04_cell_stage,Reichman-2018/SupplementaryFigure06H,raw,EdU;DNA
SupplementaryFigure06H,04_Cell_Stage.Embryo22.pattern,Mus musculus,NCBITaxon,10090,4cell,UBERON,0019251,04_Cell_Stage.Embryo22,04_cell_stage,Reichman-2018/SupplementaryFigure06H,raw,EdU;DNA
SupplementaryFigure06H,04_Cell_Stage.Embryo23.pattern,Mus musculus,NCBITaxon,10090,4cell,UBERON,0019251,04_Cell_Stage.Embryo23,04_cell_stage,Reichman-2018/SupplementaryFigure06H,raw,EdU;DNA
SupplementaryFigure06H,04_Cell_Stage.Embryo24.pattern,Mus musculus,NCBITaxon,10090,4cell,UBERON,0019251,04_Cell_Stage.Embryo24,04_cell_stage,Reichman-2018/SupplementaryFigure06H,raw,EdU;DNA
SupplementaryFigure06H,04_Cell_Stage.Embryo25.pattern,Mus musculus,NCBITaxon,10090,4cell,UBERON,0019251,04_Cell_Stage.Embryo25,04_cell_stage,Reichman-2018/SupplementaryFigure06H,raw,EdU;DNA
SupplementaryFigure06H,04_Cell_Stage.Embryo26.pattern,Mus musculus,NCBITaxon,10090,4cell,UBERON,0019251,04_Cell_Stage.Embryo26,04_cell_stage,Reichman-2018/SupplementaryFigure06H,raw,EdU;DNA
SupplementaryFigure06H,08_Cell_Stage.Embryo01.pattern,Mus musculus,NCBITaxon,10090,8cell,UBERON,0019252,08_Cell_Stage.Embryo01,08_cell_stage,Reichman-2018/SupplementaryFigure06H,raw,EdU;DNA
SupplementaryFigure06H,08_Cell_Stage.Embryo02.pattern,Mus musculus,NCBITaxon,10090,8cell,UBERON,0019252,08_Cell_Stage.Embryo02,08_cell_stage,Reichman-2018/SupplementaryFigure06H,raw,EdU;DNA
SupplementaryFigure06H,08_Cell_Stage.Embryo03.pattern,Mus musculus,NCBITaxon,10090,8cell,UBERON,0019252,08_Cell_Stage.Embryo03,08_cell_stage,Reichman-2018/SupplementaryFigure06H,raw,EdU;DNA
SupplementaryFigure06H,08_Cell_Stage.Embryo04.pattern,Mus musculus,NCBITaxon,10090,8cell,UBERON,0019252,08_Cell_Stage.Embryo04,08_cell_stage,Reichman-2018/SupplementaryFigure06H,raw,EdU;DNA
SupplementaryFigure06H,08_Cell_Stage.Embryo05.pattern,Mus musculus,NCBITaxon,10090,8cell,UBERON,0019252,08_Cell_Stage.Embryo05,08_cell_stage,Reichman-2018/SupplementaryFigure06H,raw,EdU;DNA
SupplementaryFigure06H,08_Cell_Stage.Embryo06.pattern,Mus musculus,NCBITaxon,10090,8cell,UBERON,0019252,08_Cell_Stage.Embryo06,08_cell_stage,Reichman-2018/SupplementaryFigure06H,raw,EdU;DNA
SupplementaryFigure06H,08_Cell_Stage.Embryo07.pattern,Mus musculus,NCBITaxon,10090,8cell,UBERON,0019252,08_Cell_Stage.Embryo07,08_cell_stage,Reichman-2018/SupplementaryFigure06H,raw,EdU;DNA
SupplementaryFigure08,MoNoc.Monastrol.Embryo1.pattern,Mus musculus x Mus spretus,NCBITaxon,186842,Zygote,UBERON,0000106,MoNoc_Embryo1,Monastrol treatment,Reichman-2018/SupplementaryFigure08,raw,Major satellites TALE;Minor satellites TALE;EB3
SupplementaryFigure08,MoNoc.Monastrol.Embryo2.pattern,Mus musculus x Mus spretus,NCBITaxon,186842,Zygote,UBERON,0000106,MoNoc_Embryo2,Monastrol treatment,Reichman-2018/SupplementaryFigure08,raw,Major satellites TALE;Minor satellites TALE;EB3
SupplementaryFigure08,MoNoc.Monastrol.Embryo3.pattern,Mus musculus x Mus spretus,NCBITaxon,186842,Zygote,UBERON,0000106,MoNoc_Embryo3,Monastrol treatment,Reichman-2018/SupplementaryFigure08,raw,Major satellites TALE;Minor satellites TALE;EB3
SupplementaryFigure08,MoNoc.Nocodazole.Embryo1.pattern,Mus musculus x Mus spretus,NCBITaxon,186842,Zygote,UBERON,0000106,MoNoc_Embryo1,Nocodazole after monastrol treatment,Reichman-2018/SupplementaryFigure08,raw,Major satellites TALE;Minor satellites TALE;EB3
SupplementaryFigure08,MoNoc.Nocodazole.Embryo2.pattern,Mus musculus x Mus spretus,NCBITaxon,186842,Zygote,UBERON,0000106,MoNoc_Embryo2,Nocodazole after monastrol treatment,Reichman-2018/SupplementaryFigure08,raw,Major satellites TALE;Minor satellites TALE;EB3
SupplementaryFigure08,MoNoc.Nocodazole.Embryo3.pattern,Mus musculus x Mus spretus,NCBITaxon,186842,Zygote,UBERON,0000106,MoNoc_Embryo3,Nocodazole after monastrol treatment,Reichman-2018/SupplementaryFigure08,raw,Major satellites TALE;Minor satellites TALE;EB3
SupplementaryFigure08,MoNoc.Washout.Embryo1.pattern,Mus musculus x Mus spretus,NCBITaxon,186842,Zygote,UBERON,0000106,MoNoc_Embryo1,Washout after treatment by both drugs,Reichman-2018/SupplementaryFigure08,raw,Major satellites TALE;Minor satellites TALE;EB3
SupplementaryFigure08,MoNoc.Washout.Embryo2.pattern,Mus musculus x Mus spretus,NCBITaxon,186842,Zygote,UBERON,0000106,MoNoc_Embryo2,Washout after treatment by both drugs,Reichman-2018/SupplementaryFigure08,raw,Major satellites TALE;Minor satellites TALE;EB3
SupplementaryFigure08,MoNoc.Washout.Embryo3.pattern,Mus musculus x Mus spretus,NCBITaxon,186842,Zygote,UBERON,0000106,MoNoc_Embryo3,Washout after treatment by both drugs,Reichman-2018/SupplementaryFigure08,raw,Major satellites TALE;Minor satellites TALE;EB3
SupplementaryFigure08,NocMo.Monastrol.Embryo1.pattern,Mus musculus x Mus spretus,NCBITaxon,186842,Zygote,UBERON,0000106,NocMo_Embryo1,Monastrol after nocodazole treatment,Reichman-2018/SupplementaryFigure08,raw,Major satellites TALE;Minor satellites TALE;EB3
SupplementaryFigure08,NocMo.Monastrol.Embryo2.pattern,Mus musculus x Mus spretus,NCBITaxon,186842,Zygote,UBERON,0000106,NocMo_Embryo2,Monastrol after nocodazole treatment,Reichman-2018/SupplementaryFigure08,raw,Major satellites TALE;Minor satellites TALE;EB3
SupplementaryFigure08,NocMo.Monastrol.Embryo3.pattern,Mus musculus x Mus spretus,NCBITaxon,186842,Zygote,UBERON,0000106,NocMo_Embryo3,Monastrol after nocodazole treatment,Reichman-2018/SupplementaryFigure08,raw,Major satellites TALE;Minor satellites TALE;EB3
SupplementaryFigure08,NocMo.Nocodazole.Embryo1.pattern,Mus musculus x Mus spretus,NCBITaxon,186842,Zygote,UBERON,0000106,NocMo_Embryo1,Nocodazole treatment,Reichman-2018/SupplementaryFigure08,raw,Major satellites TALE;Minor satellites TALE;EB3
SupplementaryFigure08,NocMo.Nocodazole.Embryo1.mCherry.~$m_Right_00062.tif,Mus musculus x Mus spretus,NCBITaxon,186842,Zygote,UBERON,0000106,NocMo_Embryo1,Nocodazole treatment,Reichman-2018/SupplementaryFigure08,raw,EB3
SupplementaryFigure08,NocMo.Nocodazole.Embryo2.pattern,Mus musculus x Mus spretus,NCBITaxon,186842,Zygote,UBERON,0000106,NocMo_Embryo2,Nocodazole treatment,Reichman-2018/SupplementaryFigure08,raw,Major satellites TALE;Minor satellites TALE;EB3
SupplementaryFigure08,NocMo.Nocodazole.Embryo3.pattern,Mus musculus x Mus spretus,NCBITaxon,186842,Zygote,UBERON,0000106,NocMo_Embryo3,Nocodazole treatment,Reichman-2018/SupplementaryFigure08,raw,Major satellites TALE;Minor satellites TALE;EB3
SupplementaryFigure08,NocMo.Washout.Embryo1.pattern,Mus musculus x Mus spretus,NCBITaxon,186842,Zygote,UBERON,0000106,NocMo_Embryo1,Washout after treatment by both drugs,Reichman-2018/SupplementaryFigure08,raw,Major satellites TALE;Minor satellites TALE;EB3
SupplementaryFigure08,NocMo.Washout.Embryo2.pattern,Mus musculus x Mus spretus,NCBITaxon,186842,Zygote,UBERON,0000106,NocMo_Embryo2,Washout after treatment by both drugs,Reichman-2018/SupplementaryFigure08,raw,Major satellites TALE;Minor satellites TALE;EB3
SupplementaryFigure08,NocMo.Washout.Embryo3.pattern,Mus musculus x Mus spretus,NCBITaxon,186842,Zygote,UBERON,0000106,NocMo_Embryo3,Washout after treatment by both drugs,Reichman-2018/SupplementaryFigure08,raw,Major satellites TALE;Minor satellites TALE;EB3
SupplementaryFigure09,MoNoc.2_Cell.pattern,Mus musculus,NCBITaxon,10090,2cell,UBERON,0019249,MoNoc.2_Cell.01,Monastrol then nocodazole,Reichman-2018/SupplementaryFigure09,raw,5hmC; Yoyo-1; 5mC
SupplementaryFigure09,MoNoc.8_Cell.pattern,Mus musculus,NCBITaxon,10090,8cell,UBERON,0019252,MoNoc.8_Cell.01,Monastrol then nocodazole,Reichman-2018/SupplementaryFigure09,raw,5hmC; Yoyo-1; 5mC
SupplementaryFigure09,NocMo.2_Cell.pattern,Mus musculus,NCBITaxon,10090,2cell,UBERON,0019249,NocMo.2_Cell.01,Nocodazole then monastrol,Reichman-2018/SupplementaryFigure09,raw,5hmC; Yoyo-1; 5mC
SupplementaryFigure09,NocMo.8_Cell.pattern,Mus musculus,NCBITaxon,10090,8cell,UBERON,0019252,NocMo.8_Cell.01,Nocodazole then monastrol,Reichman-2018/SupplementaryFigure09,raw,5hmC; Yoyo-1; 5mC
SupplementaryFigure09,Untreated.2_Cell.pattern,Mus musculus,NCBITaxon,10090,2cell,UBERON,0019249,Untreated.2_Cell.01,Untreated,Reichman-2018/SupplementaryFigure09,raw,5hmC; Yoyo-1; 5mC
SupplementaryFigure09,Untreated.8_Cell.pattern,Mus musculus,NCBITaxon,10090,8cell,UBERON,0019252,Untreated.8_Cell.01,Untreated,Reichman-2018/SupplementaryFigure09,raw,5hmC; Yoyo-1; 5mC
SupplementaryFigure09,Untreated.Zygote.pattern,Mus musculus,NCBITaxon,10090,Zygote,UBERON,0000106,Untreated.Zygote.01,Untreated,Reichman-2018/SupplementaryFigure09,raw,5hmC; Yoyo-1; 5mC
SupplementaryFigure10A,MoNoc.2_Cell.pattern,Mus musculus,NCBITaxon,10090,2cell,UBERON,0019249,MoNoc.2_Cell.01,Monastrol then nocodazole,Reichman-2018/SupplementaryFigure10A,raw,Hoechst; Ring1B
SupplementaryFigure10A,MoNoc.8_Cell.pattern,Mus musculus,NCBITaxon,10090,8cell,UBERON,0019252,MoNoc.8_Cell.01,Monastrol then nocodazole,Reichman-2018/SupplementaryFigure10A,raw,Hoechst; Ring1B
SupplementaryFigure10A,NocMo.2_Cell.pattern,Mus musculus,NCBITaxon,10090,2cell,UBERON,0019249,NocMo.2_Cell.01,Nocodazole then monastrol,Reichman-2018/SupplementaryFigure10A,raw,Hoechst; Ring1B
SupplementaryFigure10A,NocMo.8_Cell.pattern,Mus musculus,NCBITaxon,10090,8cell,UBERON,0019252,NocMo.8_Cell.01,Nocodazole then monastrol,Reichman-2018/SupplementaryFigure10A,raw,Hoechst; Ring1B
SupplementaryFigure10A,Untreated.2_Cell.pattern,Mus musculus,NCBITaxon,10090,2cell,UBERON,0019249,Untreated.2_Cell.01,Untreated,Reichman-2018/SupplementaryFigure10A,raw,Hoechst; Ring1B
SupplementaryFigure10A,Untreated.8_Cell.pattern,Mus musculus,NCBITaxon,10090,8cell,UBERON,0019252,Untreated.8_Cell.01,Untreated,Reichman-2018/SupplementaryFigure10A,raw,Hoechst; Ring1B
SupplementaryFigure10A,Untreated.Zygote.pattern,Mus musculus,NCBITaxon,10090,Zygote,UBERON,0000106,Untreated.Zygote.01,Untreated,Reichman-2018/SupplementaryFigure10A,raw,Hoechst; Ring1B
SupplementaryFigure10B,MoNoc.2_Cell.pattern,Mus musculus,NCBITaxon,10090,2cell,UBERON,0019249,MoNoc.2_Cell.02,Monastrol then nocodazole,Reichman-2018/SupplementaryFigure10B,raw,Hoechst; H3K9me3
SupplementaryFigure10B,MoNoc.8_Cell.pattern,Mus musculus,NCBITaxon,10090,8cell,UBERON,0019252,MoNoc.8_Cell.01,Monastrol then nocodazole,Reichman-2018/SupplementaryFigure10B,raw,Hoechst; H3K9me3
SupplementaryFigure10B,NocMo.2_Cell.pattern,Mus musculus,NCBITaxon,10090,2cell,UBERON,0019249,NocMo.2_Cell.01,Nocodazole then monastrol,Reichman-2018/SupplementaryFigure10B,raw,Hoechst; H3K9me3
SupplementaryFigure10B,NocMo.8_Cell.pattern,Mus musculus,NCBITaxon,10090,8cell,UBERON,0019252,NocMo.8_Cell.01,Nocodazole then monastrol,Reichman-2018/SupplementaryFigure10B,raw,Hoechst; H3K9me3
SupplementaryFigure10B,Untreated.2_Cell.pattern,Mus musculus,NCBITaxon,10090,2cell,UBERON,0019249,Untreated.2_Cell.01,Untreated,Reichman-2018/SupplementaryFigure10B,raw,Hoechst; H3K9me3
SupplementaryFigure10B,Untreated.8_Cell.pattern,Mus musculus,NCBITaxon,10090,8cell,UBERON,0019252,Untreated.8_Cell.01,Untreated,Reichman-2018/SupplementaryFigure10B,raw,Hoechst; H3K9me3
SupplementaryFigure10B,Untreated.Zygote.pattern,Mus musculus,NCBITaxon,10090,Zygote,UBERON,0000106,Untreated.Zygote.01,Untreated,Reichman-2018/SupplementaryFigure10B,raw,Hoechst; H3K9me3
