Dataset Name,Image File,Image Name
Figure01A,Embryo10.EGFP.Cam_Right_00153.tif,Embryo10.pattern
SupplementaryFigure08,NocMo.Washout.Embryo2.iRFP.Cam_Right_00139.tif,NocMo.Washout.Embryo2.pattern
Figure02,Embryo12.iRFP.Cam_Right_00136.tif,Embryo12.pattern
Figure01A,Embryo12.mCherry.Cam_Right_00101.tif,Embryo12.pattern
Figure02,Embryo08.EGFP.Cam_Right_00333.tif,Embryo08.pattern
SupplementaryFigure01,Embryo5.iRFP.000042_00.tif,Embryo5.pattern
Figure03,Embryo01.Position_0.stack_0.EGFP.Cam_Right_00016.tif,Embryo01.pattern
SupplementaryFigure05,Metaphase2.Cam_Right_00000 (4)-Enhancement Filter_T043_Z005_C01.tif,Metaphase2.pattern
SupplementaryFigure08,NocMo.Monastrol.Embryo1.mCherry.Cam_Right_00014.tif,NocMo.Monastrol.Embryo1.pattern
SupplementaryFigure01,Embryo9.iRFP.000024_00.tif,Embryo9.pattern
SupplementaryFigure08,MoNoc.Washout.Embryo1.mCherry.Cam_Right_00083.tif,MoNoc.Washout.Embryo1.pattern
Figure03,Embryo02.Position_0.stack_0.mCherry.Cam_Right_00003.tif,Embryo02.pattern
SupplementaryFigure01,Embryo6.EGFP.000030_00.tif,Embryo6.pattern
SupplementaryFigure01,Embryo7.EGFP.000049_00.tif,Embryo7.pattern
Figure01A,Embryo10.mCherry.Cam_Right_00147.tif,Embryo10.pattern
SupplementaryFigure08,NocMo.Washout.Embryo3.EGFP.Cam_Right_00031.tif,NocMo.Washout.Embryo3.pattern
Figure01A,Embryo9.EGFP.Cam_Right_00033.tif,Embryo9.pattern
SupplementaryFigure05,Prometaphase2.Cam_Right_00000 (9)-Enhancement Filter_T023_Z002_C01.tif,Prometaphase2.pattern
Figure03,Embryo17.Position_0.stack_0.EGFP.Cam_Right_00080.tif,Embryo17.pattern
Figure02,Embryo03.iRFP.Cam_Right_00254.tif,Embryo03.pattern
Figure03,Embryo03.Position_0.stack_0.EGFP.Cam_Right_00019.tif,Embryo03.pattern
Figure01A,Embryo10.EGFP.Cam_Right_00068.tif,Embryo10.pattern
Figure01A,Embryo7.EGFP.Cam_Right_00102.tif,Embryo7.pattern
Figure02,Embryo11.mCherry.Cam_Right_00160.tif,Embryo11.pattern
SupplementaryFigure05,Prometaphase2.Cam_Right_00000 (9)-Enhancement Filter_T004_Z002_C01.tif,Prometaphase2.pattern
Figure03,Embryo08.Position_0.stack_0.mCherry.Cam_Right_00013.tif,Embryo08.pattern
Figure01A,Embryo13.EGFP.Cam_Right_00201.tif,Embryo13.pattern
Figure03,Embryo17.Position_0.stack_0.EGFP.Cam_Right_00011.tif,Embryo17.pattern
Figure02,Embryo08.mCherry.Cam_Right_00283.tif,Embryo08.pattern
Figure03,Embryo17.Position_0.stack_0.EGFP.Cam_Right_00046.tif,Embryo17.pattern
Figure01A,Embryo11.mCherry.Cam_Right_00113.tif,Embryo11.pattern
Figure01A,Embryo1.mCherry.Cam_Right_00269.tif,Embryo1.pattern
Figure02,Embryo03.mCherry.Cam_Right_00204.tif,Embryo03.pattern
SupplementaryFigure08,MoNoc.Washout.Embryo3.mCherry.Cam_Right_00119.tif,MoNoc.Washout.Embryo3.pattern
Figure02,Embryo11.EGFP.Cam_Right_00002.tif,Embryo11.pattern
SupplementaryFigure01,Embryo17.EGFP.000068_00.tif,Embryo17.pattern
Figure03,Embryo03.Position_0.stack_0.mCherry.Cam_Right_00016.tif,Embryo03.pattern
Figure01A,Embryo9.mCherry.Cam_Right_00170.tif,Embryo9.pattern
SupplementaryFigure01,Embryo7.iRFP.000058_00.tif,Embryo7.pattern
SupplementaryFigure08,NocMo.Nocodazole.Embryo3.iRFP.Cam_Right_00009.tif,NocMo.Nocodazole.Embryo3.pattern
Figure02,Embryo03.iRFP.Cam_Right_00161.tif,Embryo03.pattern
Figure01A,Embryo2.EGFP.Cam_Right_00192.tif,Embryo2.pattern
SupplementaryFigure08,MoNoc.Washout.Embryo3.mCherry.Cam_Right_00060.tif,MoNoc.Washout.Embryo3.pattern
Figure03,Embryo11.Position_0.stack_0.mCherry.Cam_Right_00040.tif,Embryo11.pattern
SupplementaryFigure08,NocMo.Monastrol.Embryo3.EGFP.Cam_Right_00007.tif,NocMo.Monastrol.Embryo3.pattern
SupplementaryFigure06A,4Cell.Cell02-3.Position_0.stack_0.iRFP.000336_00.tif,4Cell.Cell02-3.Position_0.stack_0.T000336_00.pattern
Figure03,Embryo11.Position_0.stack_0.EGFP.Cam_Right_00013.tif,Embryo11.pattern
SupplementaryFigure08,NocMo.Washout.Embryo1.mCherry.Cam_Right_00034.tif,NocMo.Washout.Embryo1.pattern
Figure02,Embryo09.EGFP.Cam_Right_00176.tif,Embryo09.pattern
Figure02,Embryo09.iRFP.Cam_Right_00137.tif,Embryo09.pattern
Figure02,Embryo09.mCherry.Cam_Right_00151.tif,Embryo09.pattern
Figure03,Embryo06.Position_0.stack_0.mCherry.Cam_Right_00020.tif,Embryo06.pattern
Figure03,Embryo09.Position_0.stack_0.EGFP.Cam_Right_00017.tif,Embryo09.pattern
SupplementaryFigure05,Prometaphase1.Cam_Right_00000 (25)-Enhancement Filter_T043_Z005_C01.tif,Prometaphase1.pattern
Figure02,Embryo12.EGFP.Cam_Right_00175.tif,Embryo12.pattern
Figure02,Embryo07.mCherry.Cam_Right_00118.tif,Embryo07.pattern
Figure02,Embryo06.mCherry.Cam_Right_00214.tif,Embryo06.pattern
SupplementaryFigure01,Embryo9.mCherry.000001_00.tif,Embryo9.pattern
SupplementaryFigure06A,Zygotes.Cell28.Position_0.stack_0.iRFP.Cam_Right_00158-1.tif,Zygotes.Cell28.Position_0.stack_0.TCam_Right_00158-1.pattern
SupplementaryFigure05,Metaphase1.Cam_Right_00000 (16)-Enhancement Filter 2_T082_Z002_C01.tif,Metaphase1.pattern
SupplementaryFigure06A,4Cell.Cell10-1.Position_0.stack_0.mCherry.Ext.000240_00.tif,4Cell.Cell10-1.Position_0.stack_0.Ext.T000240_00.pattern
Figure02,Embryo02.iRFP.Cam_Right_00331.tif,Embryo02.pattern
SupplementaryFigure01,Embryo6.mCherry.000037_00.tif,Embryo6.pattern
Figure02,Embryo12.EGFP.Cam_Right_00010.tif,Embryo12.pattern
SupplementaryFigure08,NocMo.Washout.Embryo3.iRFP.Cam_Right_00112.tif,NocMo.Washout.Embryo3.pattern
SupplementaryFigure01,Embryo4.EGFP.000036_00.tif,Embryo4.pattern
Figure01A,Embryo13.EGFP.Cam_Right_00259.tif,Embryo13.pattern
SupplementaryFigure05,Metaphase1.Cam_Right_00000 (16)-Enhancement Filter 2_T017_Z003_C01.tif,Metaphase1.pattern
Figure02,Embryo09.EGFP.Cam_Right_00033.tif,Embryo09.pattern
SupplementaryFigure06H,04_Cell_Stage.Embryo12.Alexa_647.000000_00.tif,04_Cell_Stage.Embryo12.pattern
SupplementaryFigure08,MoNoc.Monastrol.Embryo3.EGFP.Cam_Right_00047.tif,MoNoc.Monastrol.Embryo3.pattern
Figure03,Embryo07.Position_0.stack_0.mCherry.Cam_Right_00010.tif,Embryo07.pattern
Figure01A,Embryo11.EGFP.Cam_Right_00137.tif,Embryo11.pattern
SupplementaryFigure08,NocMo.Washout.Embryo3.mCherry.Cam_Right_00020.tif,NocMo.Washout.Embryo3.pattern
SupplementaryFigure08,MoNoc.Washout.Embryo3.iRFP.Cam_Right_00141.tif,MoNoc.Washout.Embryo3.pattern
Figure02,Embryo06.iRFP.Cam_Right_00207.tif,Embryo06.pattern
SupplementaryFigure08,NocMo.Nocodazole.Embryo1.mCherry.Cam_Right_00005.tif,NocMo.Nocodazole.Embryo1.pattern
Figure02,Embryo12.mCherry.Cam_Right_00171.tif,Embryo12.pattern
Figure03,Embryo02.Position_0.stack_0.mCherry.Cam_Right_00048.tif,Embryo02.pattern
Figure01A,Embryo12.mCherry.Cam_Right_00231.tif,Embryo12.pattern
Figure01A,Embryo9.mCherry.Cam_Right_00159.tif,Embryo9.pattern
Figure02,Embryo06.iRFP.Cam_Right_00231.tif,Embryo06.pattern
Figure02,Embryo03.EGFP.Cam_Right_00269.tif,Embryo03.pattern
Figure03,Embryo12.Position_0.stack_0.mCherry.Cam_Right_00053.tif,Embryo12.pattern
Figure02,Embryo12.mCherry.Cam_Right_00124.tif,Embryo12.pattern
Figure02,Embryo09.mCherry.Cam_Right_00034.tif,Embryo09.pattern
SupplementaryFigure01,Embryo10.EGFP.000015_00.tif,Embryo10.pattern
SupplementaryFigure05,Metaphase1.Cam_Right_00000 (16)-Enhancement Filter 2_T002_Z002_C01.tif,Metaphase1.pattern
Figure02,Embryo10.mCherry.Cam_Right_00208.tif,Embryo10.pattern
Figure02,Embryo10.mCherry.Cam_Right_00077.tif,Embryo10.pattern
Figure02,Embryo04.EGFP.Cam_Right_00208.tif,Embryo04.pattern
Figure02,Embryo05.mCherry.Cam_Right_00250.tif,Embryo05.pattern
SupplementaryFigure08,NocMo.Nocodazole.Embryo2.iRFP.Cam_Right_00025.tif,NocMo.Nocodazole.Embryo2.pattern
Figure01A,Embryo9.mCherry.Cam_Right_00063.tif,Embryo9.pattern
Figure02,Embryo01.mCherry.Cam_Right_00264.tif,Embryo01.pattern
SupplementaryFigure01,Embryo16.iRFP.000057_00.tif,Embryo16.pattern
Figure02,Embryo04.iRFP.Cam_Right_00300.tif,Embryo04.pattern
SupplementaryFigure08,NocMo.Washout.Embryo2.iRFP.Cam_Right_00173.tif,NocMo.Washout.Embryo2.pattern
Figure03,Embryo11.Position_0.stack_0.mCherry.Cam_Right_00076.tif,Embryo11.pattern
Figure03,Embryo18.Position_0.stack_0.EGFP.Cam_Right_00005.tif,Embryo18.pattern
SupplementaryFigure01,Embryo19.iRFP.000005_00.tif,Embryo19.pattern
Figure01A,Embryo2.EGFP.Cam_Right_00168.tif,Embryo2.pattern
SupplementaryFigure01,Embryo2.EGFP.000000_00.tif,Embryo2.pattern
SupplementaryFigure05,Metaphase1.Cam_Right_00000 (16)-Enhancement Filter 2_T048_Z005_C01.tif,Metaphase1.pattern
SupplementaryFigure10A,Untreated.2_Cell.01.tif,Untreated.2_Cell.pattern
Figure02,Embryo02.iRFP.Cam_Right_00140.tif,Embryo02.pattern
SupplementaryFigure10B,MoNoc.8_Cell.08.tif,MoNoc.8_Cell.pattern
Figure02,Embryo10.EGFP.Cam_Right_00244.tif,Embryo10.pattern
SupplementaryFigure01,Embryo5.EGFP.000023_00.tif,Embryo5.pattern
Figure01A,Embryo3.mCherry.Cam_Right_00185.tif,Embryo3.pattern
Figure03,Embryo15.Position_0.stack_0.EGFP.Cam_Right_00030.tif,Embryo15.pattern
Figure02,Embryo05.EGFP.Cam_Right_00203.tif,Embryo05.pattern
Figure03,Embryo09.Position_0.stack_0.mCherry.Cam_Right_00026.tif,Embryo09.pattern
SupplementaryFigure01,Embryo8.EGFP.000056_00.tif,Embryo8.pattern
SupplementaryFigure01,Embryo10.EGFP.000030_00.tif,Embryo10.pattern
SupplementaryFigure01,Embryo10.mCherry.000038_00.tif,Embryo10.pattern
SupplementaryFigure01,Embryo13.EGFP.000038_00.tif,Embryo13.pattern
Figure02,Embryo08.iRFP.Cam_Right_00283.tif,Embryo08.pattern
Figure02,Embryo09.iRFP.Cam_Right_00076.tif,Embryo09.pattern
Figure02,Embryo07.mCherry.Cam_Right_00142.tif,Embryo07.pattern
Figure02,Embryo08.EGFP.Cam_Right_00298.tif,Embryo08.pattern
SupplementaryFigure08,MoNoc.Nocodazole.Embryo3.iRFP.Cam_Right_00013.tif,MoNoc.Nocodazole.Embryo3.pattern
Figure03,Embryo16.Position_0.stack_0.EGFP.Cam_Right_00015.tif,Embryo16.pattern
Figure03,Embryo02.Position_0.stack_0.EGFP.Cam_Right_00047.tif,Embryo02.pattern
Figure03,Embryo03.Position_0.stack_0.mCherry.Cam_Right_00170.tif,Embryo03.pattern
SupplementaryFigure01,Embryo7.mCherry.000009_00.tif,Embryo7.pattern
SupplementaryFigure08,NocMo.Washout.Embryo2.mCherry.Cam_Right_00067.tif,NocMo.Washout.Embryo2.pattern
SupplementaryFigure08,MoNoc.Monastrol.Embryo1.mCherry.Cam_Right_00005.tif,MoNoc.Monastrol.Embryo1.pattern
SupplementaryFigure05,Prometaphase3.Cam_Right_00000 (12)-Enhancement Filter_T013_Z003_C01.tif,Prometaphase3.pattern
SupplementaryFigure01,Embryo6.EGFP.000005_00.tif,Embryo6.pattern
SupplementaryFigure08,NocMo.Washout.Embryo3.EGFP.Cam_Right_00127.tif,NocMo.Washout.Embryo3.pattern
Figure02,Embryo12.iRFP.Cam_Right_00043.tif,Embryo12.pattern
Figure03,Embryo01.Position_0.stack_0.mCherry.Cam_Right_00000.tif,Embryo01.pattern
Figure03,Embryo03.Position_0.stack_0.EGFP.Cam_Right_00173.tif,Embryo03.pattern
SupplementaryFigure08,MoNoc.Monastrol.Embryo2.iRFP.Cam_Right_00024.tif,MoNoc.Monastrol.Embryo2.pattern
Figure02,Embryo11.mCherry.Cam_Right_00030.tif,Embryo11.pattern
SupplementaryFigure08,NocMo.Washout.Embryo1.iRFP.Cam_Right_00035.tif,NocMo.Washout.Embryo1.pattern
Figure01A,Embryo4.EGFP.Cam_Right_00102.tif,Embryo4.pattern
Figure01A,Embryo7.mCherry.Cam_Right_00124.tif,Embryo7.pattern
Figure02,Embryo03.mCherry.Cam_Right_00156.tif,Embryo03.pattern
SupplementaryFigure05,Prometaphase2.Cam_Right_00000 (9)-Enhancement Filter_T026_Z002_C01.tif,Prometaphase2.pattern
Figure02,Embryo07.iRFP.Cam_Right_00145.tif,Embryo07.pattern
SupplementaryFigure01,Embryo14.EGFP.000050_00.tif,Embryo14.pattern
Figure01A,Embryo4.EGFP.Cam_Right_00099.tif,Embryo4.pattern
SupplementaryFigure08,MoNoc.Washout.Embryo1.EGFP.Cam_Right_00094.tif,MoNoc.Washout.Embryo1.pattern
SupplementaryFigure08,NocMo.Nocodazole.Embryo1.EGFP.Cam_Right_00021.tif,NocMo.Nocodazole.Embryo1.pattern
Figure01A,Embryo13.EGFP.Cam_Right_00329.tif,Embryo13.pattern
SupplementaryFigure01,Embryo3.EGFP.000029_00.tif,Embryo3.pattern
Figure02,Embryo12.EGFP.Cam_Right_00106.tif,Embryo12.pattern
Figure02,Embryo06.mCherry.Cam_Right_00344.tif,Embryo06.pattern
SupplementaryFigure05,Prometaphase1.Cam_Right_00000 (25)-Enhancement Filter_T037_Z001_C01.tif,Prometaphase1.pattern
Figure03,Embryo04.Position_0.stack_0.EGFP.Cam_Right_00037.tif,Embryo04.pattern
SupplementaryFigure05,Prometaphase2.Cam_Right_00000 (9)-Enhancement Filter_T057_Z004_C01.tif,Prometaphase2.pattern
Figure03,Embryo08.Position_0.stack_0.EGFP.Cam_Right_00045.tif,Embryo08.pattern
Figure03,Embryo10.Position_0.stack_0.EGFP.Cam_Right_00017.tif,Embryo10.pattern
Figure02,Embryo11.iRFP.Cam_Right_00152.tif,Embryo11.pattern
SupplementaryFigure01,Embryo6.mCherry.000019_00.tif,Embryo6.pattern
SupplementaryFigure08,MoNoc.Monastrol.Embryo3.iRFP.Cam_Right_00032.tif,MoNoc.Monastrol.Embryo3.pattern
Figure01A,Embryo4.mCherry.Cam_Right_00079.tif,Embryo4.pattern
Figure03,Embryo08.Position_0.stack_0.mCherry.Cam_Right_00058.tif,Embryo08.pattern
Figure02,Embryo10.mCherry.Cam_Right_00232.tif,Embryo10.pattern
SupplementaryFigure05,Metaphase2.Cam_Right_00000 (4)-Enhancement Filter_T040_Z005_C01.tif,Metaphase2.pattern
SupplementaryFigure01,Embryo17.EGFP.000058_00.tif,Embryo17.pattern
Figure01A,Embryo8.EGFP.Cam_Right_00062.tif,Embryo8.pattern
SupplementaryFigure06H,02_Cell_Stage.Embryo16.EGFP.000000_00.tif,02_Cell_Stage.Embryo16.pattern
Figure03,Embryo12.Position_0.stack_0.EGFP.Cam_Right_00007.tif,Embryo12.pattern
Figure02,Embryo10.mCherry.Cam_Right_00008.tif,Embryo10.pattern
SupplementaryFigure08,NocMo.Washout.Embryo1.mCherry.Cam_Right_00104.tif,NocMo.Washout.Embryo1.pattern
Figure03,Embryo16.Position_0.stack_0.mCherry.Cam_Right_00060.tif,Embryo16.pattern
Figure03,Embryo18.Position_0.stack_0.mCherry.Cam_Right_00063.tif,Embryo18.pattern
SupplementaryFigure08,MoNoc.Washout.Embryo2.iRFP.Cam_Right_00003.tif,MoNoc.Washout.Embryo2.pattern
Figure01A,Embryo7.mCherry.Cam_Right_00184.tif,Embryo7.pattern
SupplementaryFigure05,Prometaphase3.Cam_Right_00000 (12)-Enhancement Filter_T044_Z005_C01.tif,Prometaphase3.pattern
Figure03,Embryo15.Position_0.stack_0.mCherry.Cam_Right_00059.tif,Embryo15.pattern
Figure02,Embryo11.iRFP.Cam_Right_00022.tif,Embryo11.pattern
SupplementaryFigure05,Prometaphase1.Cam_Right_00000 (25)-Enhancement Filter_T015_Z001_C01.tif,Prometaphase1.pattern
SupplementaryFigure08,MoNoc.Washout.Embryo3.iRFP.Cam_Right_00011.tif,MoNoc.Washout.Embryo3.pattern
Figure02,Embryo02.mCherry.Cam_Right_00132.tif,Embryo02.pattern
SupplementaryFigure01,Embryo4.mCherry.000010_00.tif,Embryo4.pattern
Figure03,Embryo16.Position_0.stack_0.mCherry.Cam_Right_00036.tif,Embryo16.pattern
SupplementaryFigure10B,NocMo.2_Cell.20.tif,NocMo.2_Cell.pattern
SupplementaryFigure08,MoNoc.Washout.Embryo2.mCherry.Cam_Right_00132.tif,MoNoc.Washout.Embryo2.pattern
Figure03,Embryo10.Position_0.stack_0.EGFP.Cam_Right_00041.tif,Embryo10.pattern
Figure03,Embryo01.Position_0.stack_0.mCherry.Cam_Right_00058.tif,Embryo01.pattern
SupplementaryFigure05,Prometaphase3.Cam_Right_00000 (12)-Enhancement Filter_T025_Z004_C01.tif,Prometaphase3.pattern
Figure02,Embryo02.EGFP.Cam_Right_00346.tif,Embryo02.pattern
Figure02,Embryo02.iRFP.Cam_Right_00270.tif,Embryo02.pattern
SupplementaryFigure01,Embryo12.EGFP.000056_00.tif,Embryo12.pattern
Figure02,Embryo04.EGFP.Cam_Right_00338.tif,Embryo04.pattern
SupplementaryFigure08,NocMo.Nocodazole.Embryo3.mCherry.Cam_Right_00051.tif,NocMo.Nocodazole.Embryo3.pattern
Figure03,Embryo11.Position_0.stack_0.mCherry.Cam_Right_00016.tif,Embryo11.pattern
SupplementaryFigure09,Untreated.8_Cell.19.tif,Untreated.8_Cell.pattern
Figure02,Embryo07.mCherry.Cam_Right_00012.tif,Embryo07.pattern
SupplementaryFigure08,NocMo.Washout.Embryo2.iRFP.Cam_Right_00043.tif,NocMo.Washout.Embryo2.pattern
Figure02,Embryo10.mCherry.Cam_Right_00032.tif,Embryo10.pattern
SupplementaryFigure08,MoNoc.Monastrol.Embryo2.mCherry.Cam_Right_00003.tif,MoNoc.Monastrol.Embryo2.pattern
Figure02,Embryo05.mCherry.Cam_Right_00320.tif,Embryo05.pattern
SupplementaryFigure01,Embryo14.iRFP.000031_00.tif,Embryo14.pattern
SupplementaryFigure08,MoNoc.Washout.Embryo1.iRFP.Cam_Right_00077.tif,MoNoc.Washout.Embryo1.pattern
SupplementaryFigure01,Embryo4.iRFP.000035_00.tif,Embryo4.pattern
SupplementaryFigure05,Metaphase1.Cam_Right_00000 (16)-Enhancement Filter 2_T014_Z003_C01.tif,Metaphase1.pattern
SupplementaryFigure05,Prometaphase1.Cam_Right_00000 (25)-Enhancement Filter_T049_Z003_C01.tif,Prometaphase1.pattern
Figure02,Embryo01.EGFP.Cam_Right_00338.tif,Embryo01.pattern
SupplementaryFigure01,Embryo17.iRFP.000039_00.tif,Embryo17.pattern
SupplementaryFigure08,MoNoc.Washout.Embryo2.EGFP.Cam_Right_00078.tif,MoNoc.Washout.Embryo2.pattern
Figure02,Embryo03.mCherry.Cam_Right_00143.tif,Embryo03.pattern
Figure02,Embryo06.EGFP.Cam_Right_00211.tif,Embryo06.pattern
SupplementaryFigure01,Embryo16.mCherry.000034_00.tif,Embryo16.pattern
SupplementaryFigure06A,2Cell.Cell09-1.Position_0.stack_0.iRFP.000088_00.tif,2Cell.Cell09-1.Position_0.stack_0.T000088_00.pattern
Figure01A,Embryo13.mCherry.Cam_Right_00218.tif,Embryo13.pattern
Figure03,Embryo03.Position_0.stack_0.mCherry.Cam_Right_00040.tif,Embryo03.pattern
Figure02,Embryo05.EGFP.Cam_Right_00346.tif,Embryo05.pattern
Figure02,Embryo06.mCherry.Cam_Right_00189.tif,Embryo06.pattern
Figure02,Embryo10.EGFP.Cam_Right_00089.tif,Embryo10.pattern
Figure03,Embryo03.Position_0.stack_0.EGFP.Cam_Right_00043.tif,Embryo03.pattern
Figure03,Embryo18.Position_0.stack_0.EGFP.Cam_Right_00018.tif,Embryo18.pattern
Figure02,Embryo04.mCherry.Cam_Right_00297.tif,Embryo04.pattern
Figure01A,Embryo13.EGFP.Cam_Right_00198.tif,Embryo13.pattern
Figure02,Embryo06.iRFP.Cam_Right_00291.tif,Embryo06.pattern
SupplementaryFigure05,Prometaphase3.Cam_Right_00000 (12)-Enhancement Filter_T019_Z001_C01.tif,Prometaphase3.pattern
Figure01A,Embryo13.EGFP.Cam_Right_00283.tif,Embryo13.pattern
SupplementaryFigure10A,NocMo.2_Cell.18.tif,NocMo.2_Cell.pattern
SupplementaryFigure08,MoNoc.Monastrol.Embryo3.mCherry.Cam_Right_00027.tif,MoNoc.Monastrol.Embryo3.pattern
Figure01A,Embryo5.mCherry.Cam_Right_00077.tif,Embryo5.pattern
SupplementaryFigure08,MoNoc.Nocodazole.Embryo2.EGFP.Cam_Right_00007.tif,MoNoc.Nocodazole.Embryo2.pattern
SupplementaryFigure08,NocMo.Washout.Embryo2.mCherry.Cam_Right_00128.tif,NocMo.Washout.Embryo2.pattern
SupplementaryFigure08,MoNoc.Nocodazole.Embryo3.mCherry.Cam_Right_00004.tif,MoNoc.Nocodazole.Embryo3.pattern
Figure02,Embryo06.EGFP.Cam_Right_00269.tif,Embryo06.pattern
Figure02,Embryo12.mCherry.Cam_Right_00054.tif,Embryo12.pattern
Figure02,Embryo10.iRFP.Cam_Right_00014.tif,Embryo10.pattern
SupplementaryFigure08,MoNoc.Washout.Embryo3.mCherry.Cam_Right_00058.tif,MoNoc.Washout.Embryo3.pattern
SupplementaryFigure05,Prometaphase2.Cam_Right_00000 (9)-Enhancement Filter_T029_Z001_C01.tif,Prometaphase2.pattern
SupplementaryFigure06A,Zygotes.Cell09.Position_0.stack_0.EGFP.000018_00.tif,Zygotes.Cell09.Position_0.stack_0.T000018_00.pattern
SupplementaryFigure08,MoNoc.Washout.Embryo2.mCherry.Cam_Right_00047.tif,MoNoc.Washout.Embryo2.pattern
SupplementaryFigure01,Embryo8.mCherry.000014_00.tif,Embryo8.pattern
Figure01A,Embryo4.mCherry.Cam_Right_00151.tif,Embryo4.pattern
Figure01A,Embryo11.mCherry.Cam_Right_00195.tif,Embryo11.pattern
SupplementaryFigure01,Embryo16.mCherry.000006_00.tif,Embryo16.pattern
SupplementaryFigure10B,Untreated.2_Cell.03.tif,Untreated.2_Cell.pattern
Figure03,Embryo09.Position_0.stack_0.mCherry.Cam_Right_00050.tif,Embryo09.pattern
Figure02,Embryo12.iRFP.Cam_Right_00030.tif,Embryo12.pattern
Figure03,Embryo05.Position_0.stack_0.EGFP.Cam_Right_00033.tif,Embryo05.pattern
SupplementaryFigure08,NocMo.Nocodazole.Embryo3.iRFP.Cam_Right_00033.tif,NocMo.Nocodazole.Embryo3.pattern
Figure02,Embryo07.iRFP.Cam_Right_00015.tif,Embryo07.pattern
Figure04,MoNoc.Cell08.Position_0.stack_0.iRFP.Cam_Right_00008.tif,MoNoc.Cell08.pattern
SupplementaryFigure08,NocMo.Washout.Embryo3.mCherry.Cam_Right_00150.tif,NocMo.Washout.Embryo3.pattern
Figure01A,Embryo10.EGFP.Cam_Right_00129.tif,Embryo10.pattern
SupplementaryFigure10B,Untreated.8_Cell.29.tif,Untreated.8_Cell.pattern
SupplementaryFigure01,Embryo12.iRFP.000037_00.tif,Embryo12.pattern
SupplementaryFigure08,MoNoc.Washout.Embryo1.EGFP.Cam_Right_00081.tif,MoNoc.Washout.Embryo1.pattern
Figure01A,Embryo6.EGFP.Cam_Right_00175.tif,Embryo6.pattern
Figure03,Embryo15.Position_0.stack_0.EGFP.Cam_Right_00042.tif,Embryo15.pattern
Figure01A,Embryo11.mCherry.Cam_Right_00147.tif,Embryo11.pattern
SupplementaryFigure01,Embryo8.EGFP.000006_00.tif,Embryo8.pattern
Figure03,Embryo18.Position_0.stack_0.EGFP.Cam_Right_00088.tif,Embryo18.pattern
Figure01A,Embryo3.EGFP.Cam_Right_00128.tif,Embryo3.pattern
SupplementaryFigure08,MoNoc.Washout.Embryo3.EGFP.Cam_Right_00015.tif,MoNoc.Washout.Embryo3.pattern
SupplementaryFigure08,NocMo.Washout.Embryo1.mCherry.Cam_Right_00163.tif,NocMo.Washout.Embryo1.pattern
SupplementaryFigure01,Embryo3.EGFP.000019_00.tif,Embryo3.pattern
SupplementaryFigure08,MoNoc.Washout.Embryo1.iRFP.Cam_Right_00043.tif,MoNoc.Washout.Embryo1.pattern
Figure01A,Embryo13.EGFP.Cam_Right_00235.tif,Embryo13.pattern
Figure02,Embryo06.iRFP.Cam_Right_00219.tif,Embryo06.pattern
Figure02,Embryo09.EGFP.Cam_Right_00128.tif,Embryo09.pattern
Figure02,Embryo06.mCherry.Cam_Right_00260.tif,Embryo06.pattern
Figure01A,Embryo10.mCherry.Cam_Right_00099.tif,Embryo10.pattern
SupplementaryFigure01,Embryo5.iRFP.000052_00.tif,Embryo5.pattern
SupplementaryFigure10B,Untreated.8_Cell.06.tif,Untreated.8_Cell.pattern
Figure03,Embryo01.Position_0.stack_0.mCherry.Cam_Right_00060.tif,Embryo01.pattern
Figure02,Embryo12.iRFP.Cam_Right_00077.tif,Embryo12.pattern
Figure01A,Embryo11.EGFP.Cam_Right_00125.tif,Embryo11.pattern
Figure03,Embryo04.Position_0.stack_0.EGFP.Cam_Right_00073.tif,Embryo04.pattern
Figure02,Embryo02.iRFP.Cam_Right_00175.tif,Embryo02.pattern
SupplementaryFigure08,MoNoc.Monastrol.Embryo3.mCherry.Cam_Right_00062.tif,MoNoc.Monastrol.Embryo3.pattern
Figure03,Embryo07.Position_0.stack_0.EGFP.Cam_Right_00002.tif,Embryo07.pattern
SupplementaryFigure08,NocMo.Washout.Embryo2.iRFP.Cam_Right_00079.tif,NocMo.Washout.Embryo2.pattern
SupplementaryFigure08,MoNoc.Monastrol.Embryo3.iRFP.Cam_Right_00068.tif,MoNoc.Monastrol.Embryo3.pattern
Figure02,Embryo07.EGFP.Cam_Right_00018.tif,Embryo07.pattern
Figure03,Embryo18.Position_0.stack_0.EGFP.Cam_Right_00041.tif,Embryo18.pattern
SupplementaryFigure01,Embryo2.mCherry.000013_00.tif,Embryo2.pattern
Figure03,Embryo14.Position_0.stack_0.mCherry.Cam_Right_00057.tif,Embryo14.pattern
SupplementaryFigure08,MoNoc.Washout.Embryo3.iRFP.Cam_Right_00153.tif,MoNoc.Washout.Embryo3.pattern
Figure01A,Embryo4.EGFP.Cam_Right_00065.tif,Embryo4.pattern
SupplementaryFigure09,MoNoc.8_Cell.21.tif,MoNoc.8_Cell.pattern
Figure01A,Embryo9.mCherry.Cam_Right_00098.tif,Embryo9.pattern
SupplementaryFigure05,Metaphase1.Cam_Right_00000 (16)-Enhancement Filter 2_T045_Z004_C01.tif,Metaphase1.pattern
SupplementaryFigure01,Embryo7.EGFP.000009_00.tif,Embryo7.pattern
